Well Number,Description,Depth,Geology,Lithology
G40/0294,CLAY,47.7,,CL
G40/0294,Sandy GRAVELS,40,,GRSA
G40/0294,Loose GRAVELS,47.6,,GR
G40/0294,"Sandy GRAVELS, some Boulders",16.3,,CGRSA
G40/0294,Light Claybound GRAVELS,27.7,,GRCL
G40/0293,CLAY,15.8,,CL
G40/0293,Claybound GRAVEL,46,,GRCL
G40/0293,Sandy GRAVEL,27,,GRSA
G40/0293,CLAY,19.4,,CL
G40/0293,Sandy GRAVEL,41.3,,GRSA
G40/0293,"Light Claybound GRAVEL, some Boulders",15,,CGRCL
G40/0293,CLAY,36.1,,CL
G40/0293,"GRAVEL, some Boulders",68.6,,GRBO
G40/0293,Sandy GRAVEL,19,,GRSA
G40/0292,WET Silty GRAVELS,31,,GRSI
G40/0292,LARGE GRAVELS and BOULDERS,8,,BOGR
G40/0292,DRY GRAVELS and SILT,20,,GRSISA
G40/0292,Damp GRAVELS,24,,GR
G40/0291,SAND,22,,SA
G40/0291,SOIL,0.2,,SOIL
G40/0291,Sandy GRAVELS,21.9,,GRSA
G40/0291,Brown Silty GRAVELS,3.7,,GRSI
G40/0290,Dry Silty GRAVELS,22,,GRSI
G40/0290,Blue SAND,36,,SA
G40/0290,Dry GRAVELS,17,,GR
G40/0290,Damp GRAVELS,24,,GR
G40/0290,SAND,17.5,,SA
G40/0290,SAND,32,,SA
G40/0288,"GRAVEL, some Boulders",41,,GRBO
G40/0288,BOULDERS,70.5,,BO
G40/0288,Sandy GRAVELS,70,,GRSA
G40/0288,TOPSOIL,0.25,,SOIL
G40/0288,Coarse GRAVELS,86,,CGR
G40/0288,"Coarse GRAVELS, some Boulders",54.5,,BOCGR
G40/0287,TOPSOIL,0.5,,SOIL
G40/0287,GRAVEL,1.5,,GR
G40/0287,Yellow CLAY,4,,CL
G40/0287,SILT some Gravel,24,,GRSI
G40/0287,Light Claybound GRAVEL some Boulders,37,,CLBOGR
G40/0287,Sandy GRAVEL,47,,GRSA
G40/0287,Light Claybound GRAVEL,42,,GR
G40/0287,Very Sandy GRAVEL,51,,GRSA
G40/0287,SAND,55,,SA
G40/0283,Very Silty Sandy mainly small GRAVELS,29.7,,FGRSISA
G40/0283,"Dirty brown, very Silty small GRAVELS",32,,FGRSI
G40/0283,SAND,23.8,,SA
G40/0283,Very Silty Sandy mainly small GRAVELS,23.1,,FGRSISA
G40/0283,Sandy GRAVELS and BOULDERS,1.5,,CGRSA
G40/0281,BOULDER Schist,6.6,,BO
G40/0281,"Coarse Sandy and Silty GRAVELS, odd Cobble",69.6,,CGRSISA
G40/0281,Coarse Cobbly GRAVELS,18.9,,CGR
G40/0281,Blue SILT,72.6,,SI
G40/0281,"Silty coarse GRAVELS, odd Cobble",42.6,,CGRSI
G40/0281,Sandy GRAVELS,12.6,,GRSA
G40/0281,Coarse Silty GRAVELS,6,,CGRSI
G40/0281,"TOPSOIL, odd Gravel Sands",2.6,,SOIL
G40/0281,"Large COBBLES, Silty GRAVELS",10.8,,CGRSI
G40/0281,Brown SILT,71.2,,SI
G40/0281,BOULDER,19.4,,BO
G40/0280,TOPSOIL,0.4,,SOIL
G40/0280,Very Sandy GRAVELS,16.6,,GRSA
G40/0280,SAND,19.5,,SA
G40/0279,Sandy GRAVELS and COBBLES,14,,CGRSA
G40/0279,Mainly rounded Sandy GRAVELS,66.3,,GRSA
G40/0279,Sandy GRAVELS,41.3,,GRSA
G40/0279,TOPSOIL,0.3,,SOIL
G40/0279,Dark grey Sandy SILTS,67.5,,SISA
G40/0279,"Sandy GRAVELS, COBBLES and BOULDERS",37,,BOCGRSA
G40/0279,Sandy GRAVELS,11.2,,GRSA
G40/0279,Blue PUG,66.5,,CL
G40/0279,Very Silty Sandy GRAVELS,56.2,,GRSISA
G40/0279,Very Silty flat anglar GRAVELS,62.4,,GRSI
G40/0279,Sandy GRAVELS,30.6,,GRSA
G40/0279,SAND,2.9,,SA
G40/0278,Sandy CLAY,59,,CLSA
G40/0278,TOPSOIL,0.4,,SOIL
G40/0278,Sandy CLAY,50.2,,CLSA
G40/0278,Sandy CLAY,41.8,,CLSA
G40/0278,SAND,43,,SA
G40/0278,Dry Claybound GRAVELS,76,,GRCL
G40/0278,Dry Claybound GRAVELS and boulders,23.5,,CGRCL
G40/0278,Weathered ROCK,79,,TERT
G40/0278,Brown angular Claybound GRAVELS,69.4,,GRCL
G40/0278,SAND,52.5,,SA
G40/0278,Wet CLAY,60.2,,CL
G40/0278,SILTS Claybound GRAVELS,39.7,,GRCL
G40/0278,Sandy Claybound GRAVELS and boulders,27.4,,CGRSACL
G40/0278,Sandy GRAVELS,54,,GRSA
G40/0278,Silty GRAVELS,45.2,,GRSI
G40/0278,Blue PUG,66.8,,CL
G40/0278,Brown Sandy Claybound GRAVELS,74.5,,GRCL
G40/0278,CLAY,41.1,,CL
G40/0278,Damp SILTS,30.3,,SI
G40/0277,SANDS,12,,SA
G40/0277,SANDS and finer GRAVELS,7.8,,FGRSA
G40/0277,Sandy GRAVELS,6.3,,GRSA
G40/0275,Sandy GRAVELS,19.3,,GRSA
G40/0275,BOULDER,4,,BO
G40/0275,Sandy GRAVELS,6.7,,GRSA
G40/0275,SANDS ODD GRAVEL,21.2,,GRSA
G40/0275,TOPSOIL,0.5,,SOIL
G40/0275,SANDS,7.9,,SA
G40/0275,Sandy GRAVELS,3.8,,GRSA
G40/0274,Silty Sandy GRAVELS and some Boulders,28.1,,CGRSISA
G40/0274,Silts,0.3,,SI
G40/0274,Dark grey silts,30.9,,SI
G40/0272,SOIL,0.5,,SOIL
G40/0272,Sandy GRAVELS,20.2,,GRSA
G40/0272,CLAY,1.4,,CL
G40/0271,Sandy GRAVELS,21,,GRSA
G40/0271,SOIL,0.2,,SOIL
G40/0271,Silty GRAVELS,2,,GRSI
G40/0268,Silty fine GRAVELS,37.3,,GRSI
G40/0268,SAND,9.4,,SA
G40/0268,Brown SILTS and some Gravels,36.2,,GRSISA
G40/0268,Blue SILT,42.5,,SI
G40/0268,"Cobbly Greywacke GRAVELS, some Sandy Gravels",35,,CGRSA
G40/0268,Cobbly GRAVELS,6.5,,CGR
G40/0266,Silty Sandy GRAVELS,23.5,,GRSISA
G40/0266,SAND,24.2,,SA
G40/0266,Silty Sandy GRAVELS and COBBLES,32.2,,CGRSISA
G40/0266,TOPSOIL,0.3,,SOIL
G40/0265,Sandy GRAVELS,32.3,,GRSA
G40/0265,SCHIST BOULDERS,6.3,,BO
G40/0265,Brown SILT,34,,SI
G40/0265,SCHIST Boulder,24.9,,BO
G40/0265,"BOULDERS, COBBLES",24.7,,BOCGR
G40/0265,SCHIST Boulder,27.6,,BO
G40/0265,"Sandy GRAVELS, COBBLES, few Boulders",20.5,,BOCGRSA
G40/0265,BOULDER COBBLES,27.3,,BO
G40/0265,Coarse Cobbly GRAVELS,5,,CGR
G40/0265,SOIL,0.7,,SOIL
G40/0265,"Large COBBLES, GRAVELS",33.6,,CGR
G40/0264,Sandy GRAVEL,4,,GRSA
G40/0264,SAND,11.5,,SA
G40/0264,SAND,6.2,,SA
G40/0264,Silts,0.4,,SI
G40/0264,Very Sandy GRAVELS,20.5,,GRSA
G40/0264,Very Sandy GRAVELS,10.8,,GRSA
G40/0264,Yellow Silty CLAY,1.8,,CLSI
G40/0264,SAND,21.5,,SA
G40/0263,SOIL,0.3,,SOIL
G40/0263,Sandy Silty GRAVELS,12,,GRSISA
G40/0262,Silty coarse GRAVEL,38.8,,GRSI
G40/0262,TOPSOIL,0.1,,SOIL
G40/0262,Coarse Cobbly GRAVEL,30.1,,CGR
G40/0262,Sandy GRAVEL,0.8,,GRSA
G40/0262,Yellow SILT,40,,SI
G40/0262,Coarse Sandy GRAVEL,19.5,,CGRSA
G40/0261,"Coarse SAND, becoming finer",22,,CSA
G40/0261,"Silty Sandy GRAVELS, some Cobbles",17.8,,CGRSISA
G40/0260,Silty Sandy GRAVELS,10.5,,GRSISA
G40/0260,loose Sandy GRAVELS,6.2,,GRSA
G40/0260,BOULDER,8.5,,BO
G40/0260,Very Silty GRAVELS,33.1,,GRSI
G40/0260,VERY Sandy GRAVELS DAMP,21,,GRSA
G40/0260,Silty Sandy GRAVELS,7.9,,GRSISA
G40/0259,"Brown Silty CLAY, very wet at top 2 to 3 metres",83.2,,CLSI
G40/0259,Sandy Silty Claybound GRAVELS,17.8,,GRCLSISA
G40/0259,Silty Sandy GRAVELS,70,,GRSISA
G40/0259,CLAY,46.3,,CL
G40/0259,DARK grey SILTS,85.4,,SI
G40/0259,BOULDERS,18.8,,BO
G40/0259,"Sandy Silty GRAVELS, some Boulders",64.5,,CGRSISA
G40/0259,Silts,0.5,,SI
G40/0259,"Loose Sandy GRAVELS, getting Silty; WL = 72.42m",74.2,,GRSISA
G40/0259,Sandy Silty GRAVELS,42.2,,GRSISA
G40/0259,CLAY,66.8,,CL
G40/0258,Silty Sandy GRAVELS,59.5,,GRSISA
G40/0258,"Silty Sandy GRAVEL, some Cobbles",15.7,,CGRSISA
G40/0258,Silty Sandy GRAVELS,46.5,,GRSISA
G40/0258,Silt,1.6,,SI
G40/0258,GREY MUDDY SILTS,76.6,,SI
G40/0258,Mainly small Silty Sandy GRAVELS,51.3,,FGRSISA
G40/0258,Brown SILT,8.3,,SI
G40/0258,BOULDER,30.4,,BO
G40/0258,LOOSE small Silty GRAVELS,74,,GRSI
G40/0258,Mainly small Silty Sandy GRAVELS,29.2,,FGRSISA
G40/0258,BOULDERS,49,,BO
G40/0258,Silty Sandy GRAVELS and BOULDERS,7.9,,CGRSISA
G40/0257,SAND,22.3,,SA
G40/0257,Silts,1.2,,SI
G40/0257,Silty SAND GRAVELS,21.4,,GRSISA
G40/0256,SAND,6.4,,SA
G40/0256,DARK grey Silty GRAVELS,20.1,,GRSI
G40/0256,Silts,2.5,,SI
G40/0256,Very Sandy GRAVELS and COBBLES,5.9,,CGRSA
G40/0256,SAND,19.2,,SA
G40/0256,Silty Sandy GRAVEL,18.6,,GRSISA
G40/0256,SILTS some Gravel,4.1,,GRSI
G40/0256,SCHIST Rock,21,,SCHIST
G40/0253,Sandy GRAVELS,35,,GRSA
G40/0253,Silty Sandy GRAVELS,13.2,,GRSISA
G40/0253,Tight Silty Sandy GRAVELS,31,,CEGRSISA
G40/0253,Silty Sandy GRAVELS,5,,GRSISA
G40/0253,Silty Sandy GRAVELS and boulders,16,,CGRSISA
G40/0253,BOULDER,5.7,,BO
G40/0253,Silty Sandy GRAVELS,26.7,,GRSISA
G40/0252,"Silty Sandy GRAVELS, COBBLES",71.4,,CGRSISA
G40/0252,Sandy GRAVELS,55.1,,GRSA
G40/0252,mainly small Silty GRAVELS,38.5,,GRSI
G40/0252,BOULDER,15.3,,BO
G40/0252,"Silty Sandy GRAVELS, COBBLES",35,,CGRSISA
G40/0252,Yellow CLAY,72.4,,CL
G40/0252,Sandy GRAVELS,62,,GRSA
G40/0252,"Very Silty Sandy GRAVELS, COBBLES",52.5,,CGRSISA
G40/0252,Silty Sandy GRAVEL,14.7,,GRSISA
G40/0252,Silty GRAVELS,27.5,,GRSI
G40/0252,Silty Sandy GRAVELS,44.7,,GRSISA
G40/0252,SAND,56.5,,SA
G40/0251,Sandy GRAVELS and boulders,5.6,,CGRSA
G40/0251,"Very Silty Sandy GRAVELS, some Cobbles",29.6,,CGRSISA
G40/0251,Brown Silty CLAY,30.5,,CLSI
G40/0251,Blue PUG,35,,CL
G40/0249,Very Sandy Silty GRAVELS,18.4,,GRSISA
G40/0249,SAND,27.5,,SA
G40/0249,Silty Sandy GRAVELS,5.5,,GRSISA
G40/0249,SAND,8.1,,SA
G40/0245,Very Silty Sandy GRAVELS and COBBLES,38,,CGRSISA
G40/0245,Sandy GRAVELS and COBBLES,10.5,,CGRSA
G40/0245,loose Sandy GRAVELS,56.5,,GRSA
G40/0245,Silty Sandy GRAVELS,44.5,,GRSISA
G40/0245,Sandy GRAVELS,24,,GRSA
G40/0245,Silty Sandy broken angular GRAVELS,71.2,,GRSISA
G40/0245,Silty Sandy GRAVELS and COBBLES,54,,CGRSISA
G40/0245,Loose Mainly small GRAVELS,46.5,,FGR
G40/0245,Silty Sandy GRAVELS,70.8,,GRSISA
G40/0245,Very Silty Sandy GRAVELS,33,,GRSISA
G40/0244,SCHIST Rock,57.1,,SCHIST
G40/0244,"Sandy GRAVELS, COBBLES",17.3,,CGRSA
G40/0244,Coarse Sandy GRAVELS,6.9,,CGRSA
G40/0244,"Blue SAND some Gravels, dry",23.9,,GRSA
G40/0244,BOULDER,8.1,,BO
G40/0244,Dark Brown Loose Sandy Silty GRAVELS,22.5,,GRSISA
G40/0242,Silty Sandy GRAVELS,18,,GRSISA
G40/0242,Silts,1.5,,SI
G40/0242,SAND,7,,SA
G40/0242,Silty Sandy Claybound GRAVELS,21.5,,GRCL
G40/0242,Sandy GRAVELS,6.4,,GRSA
G40/0240,Very Tight Sandy GRAVELS,32,,CEGRSA
G40/0240,Silty Sandy GRAVELS,87.5,,GRSISA
G40/0240,Silty GRAVELS,60,,GRSI
G40/0240,Silty SAND,68.4,,SISA
G40/0240,Silty Sandy Gravel and boulder,74,,CGRSISA
G40/0240,Silty GRAVELS and COBBLES,50.5,,CGRSI
G40/0240,Silty Sandy GRAVELS,19,,GRSISA
G40/0240,Sandy Gravel Boulders,8.5,,BOSA
G40/0240,Silty Sandy GRAVELS,40,,GRSISA
G40/0238,Very Silty Sandy Mainly small GRAVELS,68.4,,FGRSISA
G40/0238,Very Silty Sandy GRAVELS and Boulders,74,,CGRSISA
G40/0238,Silty Sandy GRAVELS,19,,GRSISA
G40/0238,"Silty Sandy GRAVELS, some Cobbles",50.5,,CGRSISA
G40/0238,Sandy Gravel Boulders,8.5,,BOSA
G40/0238,Silty Sandy GRAVELS,40,,GRSISA
G40/0238,Very Silty Sandy GRAVELS,60,,GRSISA
G40/0238,Silty Sandy GRAVELS,87.5,,GRSISA
G40/0238,Very Silty Tight Sandy GRAVELS,32,,CGRSISA
G40/0237,Silty Sandy GRAVELS,4.6,,GRSISA
G40/0237,Loose SAND,20.1,,SA
G40/0237,SAND,5.8,,SA
G40/0237,SAND,1.1,,SA
G40/0237,Silty Sandy GRAVELS,20,,GRSISA
G40/0236,Silty Sandy GRAVELS,1.2,,GRSISA
G40/0236,Sandy GRAVELS and BOULDERS,26.5,,BOGRSA
G40/0236,Dark grey SILTS (smells),35,,SI
G40/0236,Coarse Sandy GRAVELS,32.3,,CGRSA
G40/0236,Coarse Sandy GRAVELS and BOULDERS,14.8,,BOCGRSA
G40/0236,SAND,27.8,,SA
G40/0236,Sandy GRAVELS,16,,GRSA
G40/0236,SAND some Gravels,30,,SAGR
G40/0236,Dirty brown SAND ,33.5,,SA
G40/0235,Very Silty Sandy GRAVELS,19.2,,GRSISA
G40/0235,SAND,19.25,,SA
G40/0235,TOPSOIL,0.3,,SOIL
G40/0234,Sandy GRAVELS and COBBLES,16.8,,CGRSA
G40/0234,Very Silty Sandy GRAVELS and COBBLES,38.4,,CGRSISA
G40/0234,BOULDERS,2.8,,BO
G40/0234,Samll Sandy GRAVELS,9.5,,GRSA
G40/0234,Sandy GRAVELS,6.4,,GRSA
G40/0234,Sandy GRAVELS and Boulders,25.5,,CGRSA
G40/0234,Sandy GRAVELS,1.2,,GRSA
G40/0234,SAND,7.4,,SA
G40/0233,BOULDER,7,,BO
G40/0233,Very Silty Sandy GRAVELS,35.7,,GRSISA
G40/0233,Sandy GRAVELS,6.3,,GRSA
G40/0233,Sandy GRAVELS and Boulders,3.4,,CGRSA
G40/0233,"Sandy GRAVELS, some Cobbles",21.5,,CGRSA
G40/0232,SILT Sandy mainly small GRAVELS,65.5,,FGRSISA
G40/0232,Silts,3.3,,SI
G40/0232,"Clean Sandy, mainly small GRAVELS",79,,FGRSA
G40/0232,Silty Sandy GRAVELS,42.3,,GRSISA
G40/0232,BOULDER,25.3,,BO
G40/0232,Silty GRAVELS,1.1,,GRSI
G40/0232,Silty Sandy GRAVELS and COBBLES,57,,CGRSISA
G40/0232,"Silty Sandy GRAVELS, some Cobbles",24,,CGRSISA
G40/0232,Sandy GRAVELS,84.5,,GRSA
G40/0231,Silty Sandy GRAVELS,18.9,,GRSISA
G40/0231,SAND,18.95,,SA
G40/0229,Large Cobles Sandy GRAVELS,23.8,,CGRSA
G40/0229,TOPSOIL,0.7,,SOIL
G40/0229,BOULDERS,20,,BO
G40/0229,"Large COBBLES, Sandy GRAVELS",21,,CGRSA
G40/0229,Brown SILT,24,,SI
G40/0229,"Sandy large COBBLES, GRAVELS",11,,CGRSA
G40/0229,"Sandy GRAVELS, COBBLES and BOULDERS",17.9,,BOCGRSA
G40/0229,"Sandy GRAVELS, COBBLES",21.5,,CGRSA
G40/0227,Heavy Claybound quartz GRAVELS,30.6,,GRCL
G40/0227,Claybound Quartz GRAVELS,12.6,,GRCL
G40/0226,Silty Sandy GRAVELS,53.1,,GRSISA
G40/0226,Yellow Silty GRAVELS,26.6,,GRSI
G40/0226,Yellow CLAY,53.6,,CL
G40/0226,Silty Sandy GRAVELS,18.3,,GRSISA
G40/0226,Cleaner Silty GRAVELS,29.8,,GRSI
G40/0226,BOULDER,19.1,,BO
G40/0226,Yellow Silty GRAVELS,45.3,,GRSI
G40/0226,Blue PUG,54.6,,CL
G40/0225,Coarse COBBLE,1.3,,CGR
G40/0225,Silty SAND,28.4,,SISA
G40/0225,Coarse Cobbly GRAVELS,39.4,,CGR
G40/0225,Greywacke GRAVEL,9.9,,GR
G40/0225,loose Sandy GRAVEL,36.3,,GRSA
G40/0225,Silty Sandy GRAVEL,16.9,,GRSISA
G40/0225,Silty SAND,24.2,,SISA
G40/0225,Grey SILT,42,,SI
G40/0225,TOPSOIL,0.05,,SOIL
G40/0225,Grey Sandy coarse GRAVEL,37.5,,GRSA
G40/0225,Silty coarse SAND,19.8,,SISA
G40/0225,Silty Sandy GRAVEL,25.6,,GRSISA
G40/0225,Coarse Cobbly GRAVEL,9.7,,CGR
G40/0225,Silty coarse SAND,13.6,,SISA
G40/0225,Silty Sandy GRAVEL,23.1,,GRSISA
G40/0225,Coarse Cobbly GRAVEL,12.8,,CGR
G40/0225,Coarse Sandy GRAVEL,9.1,,CGRSA
G40/0224,Fine SAND,20.6,,FSA
G40/0224,Very Sandy GRAVELS,14.6,,GRSA
G40/0224,Silty GRAVEL,11.3,,GRSI
G40/0224,Sandy GRAVELS,17.6,,GRSA
G40/0224,Silty SAND,0.9,,SISA
G40/0223,"Silts, Clay and Claybound GRAVEL",72,,GRCLSI
G40/0221,Sandy Claybound GRAVELS,50.5,,GRCLSA
G40/0221,CLAY,62.9,,CL
G40/0221,Heavy Claybound GRAVELS,41.4,,GRCL
G40/0221,Damp heavy Claybound GRAVELS,23,,GRCL
G40/0221,TOPSOIL,0.2,,SOIL
G40/0221,SAND,52.7,,SA
G40/0221,SAND,64.2,,SA
G40/0221,SAND,1.1,,SA
G40/0221,Very Silty Sandy GRAVELS,73.8,,GRSISA
G40/0221,Dry Heavy Claybound GRAVELS,28.8,,GRCL
G40/0221,"Sandy GRAVELS, some Cobbles",62.4,,CGRSA
G40/0221,SAND,43.8,,SA
G40/0221,Grey SILT,32.9,,SI
G40/0221,Sandy GRAVELS,9.8,,GRSA
G40/0220,Very Sandy Silty GRAVELS,19.3,,GRSISA
G40/0219A,TOPSOIL,0.1,,SOIL
G40/0219A,Coarse GRAVEL,2.4,,CGR
G40/0219A,Yellow Silty coarse GRAVEL,19.1,,CGRSI
G40/0219A,Yellow Sandy GRAVEL,28,,GRSA
G40/0219A,Loose Sandy GRAVEL,30.4,,GRSA
G40/0219A,Light brown Sandy GRAVEL,33.5,,GRSA
G40/0219A,Light brown Silty Sandy GRAVEL,38.3,,GRSISA
